sentence_id,company_id,company_name,report_year,section,sentence_text,matched_surface_forms,matched_core_ids,matched_pattern_ids,candidate_labels,dedup_key,specific_technology_labels,product_labels,ai_general_anchor,company_attribution,status_code,max_embedding_similarity,rule_confidence,final_confidence,is_candidate,evidence_terms,notes,source_file,pdf_page,report_page,subheading,text_type,original_sentence_id,embedding_pass_labels,embedding_review_labels,embedding_score_summary
CAND-00553,603171.SH,税友股份,2025,核心竞争力,公司深耕税务信息化领域20 余年，凭借承建金税三期、金税四期决策支持、个税系统、社保费管理子系统及全国统一规范电子税务局等国家级核心系统的深厚积累，深度理解税费治理底层逻辑与征管改革方向，形成覆盖“税收实体法+程序法”“税种业务+征管业务”“对象管理+应用场景”的全栈业务认知；同时依托300 多人的专业研究团队，持续对税制改革、税费治理智慧化开展前瞻性研究，并参与制定16项行业技术标准、荣获国家科学技术进步奖二等奖，将业务洞察转化为技术实现与标准定义能力，构建起从政策预判、服务标准化到垂域模型训练的完整数智化服务实践闭环，成为数智化财税服务与国家税费治理服务的中坚力量与行业创新引领者。,模型训练,,ANCHOR:模型训练,AI_ENGINEERING,MDAF0004872+AI_ENGINEERING,,,1,COMPANY,R_AND_D,0.309268,0.85,0.85,1,模型训练,,603171.SH_税友股份_2025_管理层讨论与分析.pdf,10,21,3、政策规则与前瞻性研究优势,正文,MDAF0004872,,AI_ENGINEERING,AI_ENGINEERING=0.3093/0.0684
CAND-00554,603171.SH,税友股份,2025,核心竞争力,公司长期服务千万级中小微企业，沉淀覆盖全行业、全税种、全流程的真实服务案例与合规脱敏实务数据，形成高颗粒度、强时效性、高专业性的财税数据底座；同时构建以财税费政策法规、实务操作规则、行业案例、实务问答为核心的高精度财税专业知识图谱，为“犀友”人工智能平台提供高质量训练与推理支撑。,人工智能; 知识图谱,AIFT-001; AIFT-089,ALS-0001; ALS-0365,AI_GENERAL; TECH_KG,MDAF0004873+TECH_KG,TECH_KG,,1,COMPANY,R_AND_D,0.419884,0.85,0.85,1,人工智能; 知识图谱,,603171.SH_税友股份_2025_管理层讨论与分析.pdf,10,21,2、数据与垂域大模型护城河,正文,MDAF0004873,,AI_GENERAL;TECH_KG,TECH_KG=0.4199/0.0919; AI_GENERAL=0.3853/0.0438
CAND-00555,603927.SH,中科软,2025,业务概要,从传统的核心系统到当前对开源软件、人工智能的应用探索的每个技术发展阶段，公司都紧跟前沿技术。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004888+AI_GENERAL,,,1,COMPANY,APPLIED,0.484571,0.65,0.65,1,人工智能,,603927.SH_中科软_2025_管理层讨论与分析.pdf,1,7,,正文,MDAF0004888,,AI_GENERAL,AI_GENERAL=0.4846/0.0782
CAND-00556,603927.SH,中科软,2025,业务概要,在AI 应用落地端，公司帮助行业客户跨越垂直领域AI 与业务场景相结合的“最后一公里”，在高质量数据集建设、认知管理模型/本体、领域知识库建设、提示词工程、上下文工程、垂域模型训练等多项环节发力，实现AI 技术与业务流的融合，积极推进AI 在保险、医疗卫生、政务等重点行业的应用落地。,AI; 提示词工程; 模型训练,AIFT-001; AIFT-121,ALS-0002; ALS-0497; ANCHOR:模型训练,AI_ENGINEERING; AI_GENERAL; TECH_LLM,MDAF0004894+TECH_LLM,TECH_LLM,,1,COMPANY,R_AND_D,0.484202,0.85,0.85,1,AI; 提示词工程; 模型训练,,603927.SH_中科软_2025_管理层讨论与分析.pdf,1,7,,正文,MDAF0004894,,AI_ENGINEERING;AI_GENERAL;TECH_LLM,TECH_LLM=0.4842/0.1453; AI_ENGINEERING=0.4720/0.1313; AI_GENERAL=0.4549/0.0464
CAND-00557,603927.SH,中科软,2025,业务概要,在当前AI 加大应用的趋势下，公司持续展开围绕AIGC 相关技术的研发创新，全面展开以AI 为核心引擎的前中后端全栈式智能化升级。,AI; AIGC,AIFT-001; AIFT-110,ALS-0002; ALS-0452,AI_GENERAL; TECH_LLM,MDAF0004895+TECH_LLM,TECH_LLM,,1,COMPANY,APPLIED,0.530646,0.98,0.98,1,AI; AIGC,,603927.SH_中科软_2025_管理层讨论与分析.pdf,1,7,,正文,MDAF0004895,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.5306/0.0655; TECH_LLM=0.3990/-0.0410
CAND-00558,603927.SH,中科软,2025,业务概要,未来，公司将凭借自身在行业应用软件领域约30年的深厚积淀，以及在人工智能、大数据应用等技术的前瞻布局，力争成为行业客户实现数智化转型的重要合作伙伴。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004897+AI_GENERAL,,,1,COMPANY,ATTENTION,0.41572,0.65,0.26,1,人工智能,,603927.SH_中科软_2025_管理层讨论与分析.pdf,1,7,,正文,MDAF0004897,,AI_GENERAL,AI_GENERAL=0.4157/-0.0303
CAND-00559,603927.SH,中科软,2025,核心竞争力,中科软紧扣这一战略机遇，凭借在保险等行业领域深耕约三十年的积累，将自身精准定位为AI 技术的应用方与整合方。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0004902+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.41553,0.6,0.6,1,AI,,603927.SH_中科软_2025_管理层讨论与分析.pdf,17,23,（一）行业Know-how 优势,正文,MDAF0004902,,AI_GENERAL,AI_GENERAL=0.4155/0.0315
CAND-00560,603927.SH,中科软,2025,核心竞争力,作为头部ISV，公司的核心价值在于将熟练掌握的开源工具体系与深厚的专业领域知识、工程化实施经验深度融合，不再仅仅是提供记录工具类软件，而是与客户共同定义业务目标，利用AI 解决行业深层痛点，实现从“记录型软件”向“约束型软件”的跨越。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0004903+AI_GENERAL,,,1,COMPANY,,0.397799,0.6,0.6,1,AI,,603927.SH_中科软_2025_管理层讨论与分析.pdf,17,23,（一）行业Know-how 优势,正文,MDAF0004903,,AI_GENERAL,AI_GENERAL=0.3978/0.0470
CAND-00561,603927.SH,中科软,2025,核心竞争力,在B 端AI 落地的实战中，对数据的深刻理解与治理能力构成了中科软的核心护城河。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0004907+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.423977,0.6,0.6,1,AI,,603927.SH_中科软_2025_管理层讨论与分析.pdf,17,23,（一）行业Know-how 优势,正文,MDAF0004907,,AI_GENERAL,AI_GENERAL=0.4240/0.0845
CAND-00562,603927.SH,中科软,2025,核心竞争力,在技术落地层面，公司以MaaS 平台为智能中枢，贯通算力调度、模型训练与推理。,模型训练,,ANCHOR:模型训练,AI_ENGINEERING,MDAF0004909+AI_ENGINEERING,,,1,COMPANY,R_AND_D,0.598131,0.85,0.85,1,模型训练,,603927.SH_中科软_2025_管理层讨论与分析.pdf,17,23,（一）行业Know-how 优势,正文,MDAF0004909,,AI_ENGINEERING,AI_ENGINEERING=0.5981/0.2745
CAND-00563,603927.SH,中科软,2025,核心竞争力,在此基础上，针对多个细分场景开发的智能体，正驱动业务流程从简单的信息化记录向高阶的主动管理与运筹调度迈进。,智能体,AIFT-128,ALS-0523,AI_GENERAL,MDAF0004911+AI_GENERAL,,,1,UNKNOWN,R_AND_D,0.590621,0.55,0.55,1,智能体,,603927.SH_中科软_2025_管理层讨论与分析.pdf,17,23,（一）行业Know-how 优势,正文,MDAF0004911,,AI_GENERAL,AI_GENERAL=0.5906/0.2221
CAND-00564,603927.SH,中科软,2025,核心竞争力,这种从业务深处淬炼出的领域知识，正成为公司在数智化浪潮下，帮助客户实现AI 技术从“通用能力”向“行业场景”精准落地的核心资产与逻辑支撑。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0004913+AI_GENERAL,,,1,COMPANY,APPLIED,0.434503,0.65,0.65,1,AI,,603927.SH_中科软_2025_管理层讨论与分析.pdf,17,23,（一）行业Know-how 优势,正文,MDAF0004913,,AI_GENERAL,AI_GENERAL=0.4345/-0.0000
CAND-00565,603927.SH,中科软,2025,核心竞争力,通过将海量项目实践中的样本程序、技术文档及业务逻辑转化为结构化的知识图谱与经验模型，公司不仅实现了软件开发的提质增效与快速迭代，更形成了一套完整的行业专识体系。,知识图谱,AIFT-089,ALS-0365,TECH_KG,MDAF0004914+TECH_KG,TECH_KG,,1,COMPANY,R_AND_D,0.438924,0.85,0.85,1,知识图谱,,603927.SH_中科软_2025_管理层讨论与分析.pdf,17,23,（一）行业Know-how 优势,正文,MDAF0004914,,TECH_KG,TECH_KG=0.4389/0.0717
CAND-00566,603927.SH,中科软,2025,核心竞争力,公司通过ISO9001（质量管理体系）、ISO14001（环境管理体系）、ISO45001（职业健康安全管理体系）、ISO22301（业务连续性管理体系）、ISO/IEC20000-1（信息技术服务管理体系）、ISO/IEC27001（信息安全管理体系）、ISO28000（绿色供应链安全管理体系）、GB/T39604（企业社会责任管理体系）、GB/T29490（企业知识产权管理体系）、BS10012（个人信息管理体系）、ISO10002（客户投诉管理体系）、ISO37301（合规管理体系）等认证；通过TMMi（测试成熟度模型集成）五级认证；持续保持CMMI 5级（最高级）认证。,模型集成,AIFT-016,ALS-0067,TECH_ML,MDAF0004924+TECH_ML,TECH_ML,,1,COMPANY,R_AND_D,0.265861,0.85,0.85,1,模型集成,,603927.SH_中科软_2025_管理层讨论与分析.pdf,19,25,（六）质量管理及资质优势,正文,MDAF0004924,,TECH_ML,TECH_ML=0.2659/-0.0196
CAND-00567,603927.SH,中科软,2025,研发投入,在前端业务赋能方面，通过展业助手、智能营销平台等项目重构获客与客户交互模式；在核心业务智能化方面，依托理赔、理算、风控类系统实现关键作业流程的智能决策；在中后台运营支撑方面，构建企业级知识管理与智能办公体系；在技术底座建设方面，持续夯实智能运维、代码质量保证及可观测性等技术平台。,智能决策; 智能营销; 智能运维,AIFT-109; AIFT-208; AIFT-262,ALS-0447; ALS-0844; ALS-1060,APP_INTERNAL; PRODUCT_CUSTOMER; TECH_DECISION,MDAF0004927+TECH_DECISION,TECH_DECISION,PRODUCT_CUSTOMER,1,UNKNOWN,R_AND_D,0.463595,0.6,0.6,1,智能决策; 智能营销; 智能运维,,603927.SH_中科软_2025_管理层讨论与分析.pdf,14,20,,正文,MDAF0004927,,APP_INTERNAL;PRODUCT_CUSTOMER;TECH_DECISION,APP_INTERNAL=0.4636/0.1467; TECH_DECISION=0.4524/0.0470; PRODUCT_CUSTOMER=0.4222/0.0551
CAND-00568,603927.SH,中科软,2025,研发投入,报告期内，公司持续围绕AIGC 及人工智能技术的系统性研发投入，重点聚焦以AI为核心引擎的全栈式智能化升级。,人工智能; AI; 人工智能技术; AIGC,AIFT-001; AIFT-110,ALS-0001; ALS-0002; ALS-0004; ALS-0452,AI_GENERAL; TECH_LLM,MDAF0004928+TECH_LLM,TECH_LLM,,1,COMPANY,R_AND_D,0.471997,0.98,0.98,1,人工智能; AI; 人工智能技术; AIGC,,603927.SH_中科软_2025_管理层讨论与分析.pdf,14,20,,正文,MDAF0004928,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.4720/0.0533; TECH_LLM=0.3946/-0.0071
CAND-00569,603927.SH,中科软,2025,研发投入,未来，人工智能不仅是降本增效的使能工具，更是驱动业务模式重构、打造差异化竞争优势的核心支点。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004929+AI_GENERAL,,,1,UNKNOWN,,0.403425,0.55,0.55,1,人工智能,,603927.SH_中科软_2025_管理层讨论与分析.pdf,14,20,,正文,MDAF0004929,,AI_GENERAL,AI_GENERAL=0.4034/0.0222
CAND-00570,603927.SH,中科软,2025,研发投入,这表明，公司AI 研发布局已突破单点工具属性，正演进为贯穿业务前中后台的系统性战略能力。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0004930+AI_GENERAL,,,1,COMPANY,APPLIED,0.519435,0.65,0.65,1,AI,,603927.SH_中科软_2025_管理层讨论与分析.pdf,14,20,,正文,MDAF0004930,,AI_GENERAL,AI_GENERAL=0.5194/0.0943
CAND-00571,603927.SH,中科软,2025,研发投入,"除人工智能应用外，公司紧密结合技术发展趋势与行业数字化转型需求，持续深化行业参考模型平台、""保险+""生态平台以及数据治理与分析应用等方向的研发创新，构建支撑长期发展的多层次技术产品矩阵。",人工智能; 数据治理,AIFT-001; AIFT-168,ALS-0001; ALS-0681,AI_ENGINEERING; AI_GENERAL,MDAF0004932+AI_ENGINEERING,,,1,COMPANY,APPLIED,0.459613,0.65,0.65,1,人工智能; 数据治理,,603927.SH_中科软_2025_管理层讨论与分析.pdf,15,21,,正文,MDAF0004932,,AI_ENGINEERING;AI_GENERAL,AI_ENGINEERING=0.4596/0.1563; AI_GENERAL=0.4537/0.0243
CAND-00572,603927.SH,中科软,2025,研发投入,研发方向：人工智能应用。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004934+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.545805,0.6,0.6,1,人工智能,,603927.SH_中科软_2025_管理层讨论与分析.pdf,15,21,,表格行,MDAF0004934,,AI_GENERAL,AI_GENERAL=0.5458/0.1719
CAND-00573,603927.SH,中科软,2025,研发投入,研发项目：多场景融合的跨域精准保险核心系统关键技术攻关、商业养老金清算平台、寿险核心一体化开发管理平台、智慧人力资源系统、产品管理平台辅助策略引擎、 平台经济综合监管系统、多平台软硬件全栈切换平台、存储系统测试平台研发、 基于地产行业的经营分析管理平台、车险理赔数智人伤管理平台、院内传染病医防融合大数据协同平台、智慧工会职工服务平台、智慧煤炭综合一体化平台、 基于Aviator 表达式引擎的高效规则引擎系统、医院智能公卫系统、省域旅游综合监管平台、城市智慧环境平台、媒体和文化阵地监管平台、智慧托育平台、 财产保险理赔全流程协同作业平台、企业应用协同平台、三级网信调度体系应急值守与应急研判指挥调度系统、中科软保险PaaS 云平台、保险中介业务一体化管理平台、产品全生命周期管理平台、门户信息管理平台、保险IFRS17 平台 V2.0、多元生物安全监测信息融合与早期预警平台、IFRS17 会计引擎、基于低代码平台的灵创办公系统、预算编报平台。,规则引擎,AIFT-105,ALS-0430,TECH_DECISION,MDAF0004936+TECH_DECISION,TECH_DECISION,,1,UNKNOWN,R_AND_D,0.423803,0.6,0.6,1,规则引擎,,603927.SH_中科软_2025_管理层讨论与分析.pdf,15,21,,表格行,MDAF0004936,,TECH_DECISION,TECH_DECISION=0.4238/0.1218
CAND-00574,603927.SH,中科软,2025,研发投入,研发项目：智能销售门户系统、健康保障委托管理业务平台、一站式个代营销服务平台、 智慧社群领航系统、数字化客户服务与教育平台、基于图数据库的家族图谱与家庭保障分析系统、金融智能营销CRM 系统、财产保险风险减量服务平台、基。,图数据库; 智能营销,AIFT-098; AIFT-208,ALS-0402; ALS-0844,PRODUCT_CUSTOMER; TECH_KG,MDAF0004937+TECH_KG,TECH_KG,PRODUCT_CUSTOMER,1,UNKNOWN,COMMERCIAL,0.431859,0.8,0.8,1,图数据库; 智能营销,,603927.SH_中科软_2025_管理层讨论与分析.pdf,15,21,,表格行,MDAF0004937,,PRODUCT_CUSTOMER;TECH_KG,PRODUCT_CUSTOMER=0.4319/0.0697; TECH_KG=0.4290/0.0982
CAND-00575,603927.SH,中科软,2025,研发投入,研发项目：行业应用软件可观测AIOps 平台、智慧执法办案平台、企业级人工智能MES 系统、保险监管数据AIGC 知识辅助系统、智慧工坊、基于人工智能的自动化测试平台、智能化数字人寿险建议书系统、基于语义理解的团险特约理算助手、基于大模型的智能健康险理赔系统、基于垂域业务模型的保险公司投资项目管理系统、基于人工智能技术的证券公司代销保险业务智能双录系统、企业智能科技资源管理系统、基于AIGC 的业财数据分析平台、基于大数据应用及人工智能技术的金融审计智能平台研发、AI 寿险数字助理系统、保险AIOps 智能运维平台、证照智能化管理系统、Clog 决策引擎平台、基于AI 的能力模型测评系统、 产品条款智能管理系统、智能保单服务系统、大模型智能检索数据库管理系统、 基于AI 技术的规则解析平台、财险数智化运维平台、古籍数字化资源智能处理平台、基于多智能体的医疗辅助诊断系统、智能web 应用构建引擎平台、基于大模型的代理人智能展业助手项目、基于智能AI 精算管理平台、养殖保险智能识别平台、数字员工催收业务管理系统、基于知识图谱和多源数据融合的关联交易管理系统、行业应用软件AI 智能助手、基于AI 生成+决策的代码质量智能保证平台、MaaS 应用服务平台、基于deepseek 的物流智能控制塔平台、基于多维度特征提取的图像篡改识别系统、保险智慧经营决策管理平台V2.0、基于大模型的会议内容萃取系统、基于大模型的学生资助风险分析平台、融合AI 技术的交通政务管理平台、AIGC 垂直领域行业知识平台、知途平台（赋能保险数智营销）V1.0、医疗健康AI-MAAS 平台、低代码平台AI 助手、基于向量数据库的AIGC 模型即服务平台研究、基于AI 的智慧教育一体化服务平台。,人工智能; AI; 人工智能技术; 智能检索; 智能双录; 知识图谱; 决策引擎; AIGC; 向量数据库; 智能体; AIOps; 智能运维; 大模型,AIFT-001; AIFT-049; AIFT-068; AIFT-089; AIFT-106; AIFT-110; AIFT-125; AIFT-128; AIFT-255; AIFT-262,ALS-0001; ALS-0002; ALS-0004; ALS-0200; ALS-0280; ALS-0365; ALS-0434; ALS-0452; ALS-0511; ALS-0523; ALS-1033; ALS-1060; ANCHOR:大模型,AI_GENERAL; APP_INTERNAL; TECH_DECISION; TECH_KG; TECH_LLM; TECH_NLP; TECH_SPEECH,MDAF0004938+TECH_DECISION,TECH_DECISION; TECH_KG; TECH_LLM; TECH_NLP; TECH_SPEECH,,1,COMPANY,APPLIED,0.54164,0.98,0.98,1,人工智能; AI; 人工智能技术; 智能检索; 智能双录; 知识图谱; 决策引擎; AIGC; 向量数据库; 智能体; AIOps; 智能运维; 大模型,,603927.SH_中科软_2025_管理层讨论与分析.pdf,15,21,,表格行,MDAF0004938,,AI_GENERAL;APP_INTERNAL;TECH_DECISION;TECH_KG;TECH_LLM;TECH_NLP;TECH_SPEECH,APP_INTERNAL=0.5416/0.2631; TECH_LLM=0.4828/0.1167; TECH_DECISION=0.4709/0.1598; AI_GENERAL=0.4309/0.0624; TECH_NLP=0.4155/0.0951; TECH_SPEECH=0.3903/0.1472; TECH_KG=0.3274/0.0012
CAND-00576,603927.SH,中科软,2025,研发投入,于大数据和智能匹配的汽车后市场维修资源智能推送系统、意健险快速出单系统、保险中介风控出单平台：数据治理与分析应用。,数据治理,AIFT-168,ALS-0681,AI_ENGINEERING,MDAF0004939+AI_ENGINEERING,,,0,UNKNOWN,APPLIED,0.441886,0.25,0.25,1,数据治理,anchor未满足,603927.SH_中科软_2025_管理层讨论与分析.pdf,16,22,,表格行,MDAF0004939,,AI_ENGINEERING,AI_ENGINEERING=0.4419/0.1203
CAND-00577,603927.SH,中科软,2025,研发投入,"于大数据和智能匹配的汽车后市场维修资源智能推送系统、意健险快速出单系统、保险中介风控出单平台：智能风险管理平台-诉责险、风险保障缺口测评分析平台、企业数智督办平台、 ""合规智盾""数字化合规管理平台、寿险档案知识库系统、智能担保风险预警控制系统、业务精准度智控系统、智能观测平台、再保人身险业务明细数据存储系统、智慧园区安全生产数据质量管控平台、责任险风控平台、车辆风险管理平台、审查调查多维数据综合分析研判系统、反洗钱智能监测分析系统项目、 基于元数据的数据服务平台、数据切割管理平台、保险法人客户数字化管理。",数据质量; 反洗钱智能监测,AIFT-170; AIFT-193,ALS-0690; ALS-0784,AI_ENGINEERING; PRODUCT_FRAUD,MDAF0004940+PRODUCT_FRAUD,,PRODUCT_FRAUD,0,UNKNOWN,WEAK_GENERIC,0.425111,0.6,0.6,1,数据质量; 反洗钱智能监测,anchor未满足,603927.SH_中科软_2025_管理层讨论与分析.pdf,16,22,,表格行,MDAF0004940,,AI_ENGINEERING;PRODUCT_FRAUD,PRODUCT_FRAUD=0.4251/0.1619; AI_ENGINEERING=0.4190/0.1257
CAND-00578,688318.SH,财富趋势,2025,业务概要,为保证公司证券信息服务质量，公司对供应商进行统一管理，主要考察供应商的资质实力、数据质量和售后服务方面，经数据部验证通过后确定合格供应商名录，并持续跟踪评级予以更新。,数据质量,AIFT-170,ALS-0690,AI_ENGINEERING,MDAF0004950+AI_ENGINEERING,,,0,COMPANY,R_AND_D,0.351058,0.3,0.3,1,数据质量,anchor未满足,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,2,11,（3）采购模式,正文,MDAF0004950,,AI_ENGINEERING,AI_ENGINEERING=0.3511/0.0254
CAND-00579,688318.SH,财富趋势,2025,业务概要,公司金融数据服务包括提供基于云计算、人工智能技术和大数据平台的短线宝、扫雷宝、估值评级、智能问答、热点专题、专项分析、公司数据和行业宏观分析等金融数据服务。,人工智能; 人工智能技术; 智能问答,AIFT-001; AIFT-053,ALS-0001; ALS-0004; ALS-0216,AI_GENERAL; TECH_NLP,MDAF0004960+TECH_NLP,TECH_NLP,,1,COMPANY,,0.453861,0.8,0.8,1,人工智能; 人工智能技术; 智能问答,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,2,11,（3）证券信息服务,正文,MDAF0004960,,AI_GENERAL;TECH_NLP,TECH_NLP=0.4539/0.0963; AI_GENERAL=0.4468/0.0490
CAND-00580,688318.SH,财富趋势,2025,业务概要,《中华人民共和国国民经济和社会发展第十四个五年规划和2035年远景目标纲要》提出了包括大数据、云计算、物联网、人工智能、区块链在内的数字经济七大重点产业，推进数字产业化和产业数字化，推动数字经济和实体经济深度融合，打造具有国际竞争力的数字产业集群。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004971+AI_GENERAL,,,1,UNKNOWN,WEAK_GENERIC,0.271055,0.55,0.55,1,人工智能,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,3,12,1.国家高度重视数字经济与软件行业发展,正文,MDAF0004971,,AI_GENERAL,AI_GENERAL=0.2711/-0.0404
CAND-00581,688318.SH,财富趋势,2025,业务概要,"在“人工智能+""行动深入实施背景下，软件技术与各行业融合深度拓展，不仅提升全要素生产率，更在培育产业新赛道、优化资源配置效率方面发挥系统性作用。",人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004978+AI_GENERAL,,,1,UNKNOWN,R_AND_D,0.443877,0.6,0.6,1,人工智能,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,3,12,1.国家高度重视数字经济与软件行业发展,正文,MDAF0004978,,AI_GENERAL,AI_GENERAL=0.4439/0.0266
CAND-00582,688318.SH,财富趋势,2025,业务概要,当前人工智能技术正经历一个渗透率快速提升的阶段，为行业发展打开全新的成长空间。,人工智能; 人工智能技术,AIFT-001,ALS-0001; ALS-0004,AI_GENERAL,MDAF0004982+AI_GENERAL,,,1,UNKNOWN,,0.500718,0.55,0.55,1,人工智能; 人工智能技术,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,3,12,3.技术革新为行业发展提供有力支持,正文,MDAF0004982,,AI_GENERAL,AI_GENERAL=0.5007/0.0329
CAND-00583,688318.SH,财富趋势,2025,业务概要,当前，人工智能通过精准的语义理解与高效的逻辑推演，正在深刻影响金融信息服务行业的交互模式与业务逻辑。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004983+AI_GENERAL,,,1,UNKNOWN,,0.536437,0.55,0.55,1,人工智能,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,3,12,3.技术革新为行业发展提供有力支持,正文,MDAF0004983,,AI_GENERAL,AI_GENERAL=0.5364/-0.0420
CAND-00584,688318.SH,财富趋势,2025,业务概要,智能体（AI Agent）技术的应用进一步催化了服务范式的转型，通过对金融数据和信息的自动化处理、智能分析，大幅提高了投研、风控和客户服务的质量与效率，能够帮助金融机构应对市场变化，优化和提升服务的广度、深度与温度。,AI; 智能体; Agent; AI Agent,AIFT-001; AIFT-128; AIFT-129,ALS-0002; ALS-0523; ALS-0524; ALS-0529,AI_GENERAL; TECH_LLM,MDAF0004986+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.514341,0.8,0.8,1,AI; 智能体; Agent; AI Agent,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,3,12,3.技术革新为行业发展提供有力支持,正文,MDAF0004986,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5143/0.1714; AI_GENERAL=0.4361/-0.0706
CAND-00585,688318.SH,财富趋势,2025,业务概要,深度学习带来的科技革命将产生巨大的经济价值，技术革新为互联网金融信息服务企业通过掌握前沿科技获得持续竞争优势提供了重要支持。,深度学习,AIFT-003,ALS-0013,TECH_ML,MDAF0004989+TECH_ML,TECH_ML,,1,UNKNOWN,,0.356454,0.75,0.75,1,深度学习,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,3,12,3.技术革新为行业发展提供有力支持,正文,MDAF0004989,,TECH_ML,TECH_ML=0.3565/0.1400
CAND-00586,688318.SH,财富趋势,2025,业务概要,近年来，以大数据、云计算、人工智能等技术为核心的新一轮科技革命正在加速推动全球经济向信息化、数字化、智能化演进。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0004991+AI_GENERAL,,,1,UNKNOWN,WEAK_GENERIC,0.403847,0.55,0.55,1,人工智能,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,3,12,3.技术革新为行业发展提供有力支持,正文,MDAF0004991,,AI_GENERAL,AI_GENERAL=0.4038/-0.0694
CAND-00587,688318.SH,财富趋势,2025,业务概要,人工智能监管方面，出台了AI 伦理准则和算法备案要求，确保AI 技术的公平性和透明度，同时针对生成式AI 的内容生成能力加强了内容审核和版权保护。,人工智能; AI; 生成式AI,AIFT-001; AIFT-110,ALS-0001; ALS-0002; ALS-0451,AI_GENERAL; TECH_LLM,MDAF0004995+TECH_LLM,TECH_LLM,,1,UNKNOWN,,0.329711,0.95,0.95,1,人工智能; AI; 生成式AI,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,4,13,4.监管促进行业健康发展,正文,MDAF0004995,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.3297/0.0167; TECH_LLM=0.3089/0.0263
CAND-00588,688318.SH,财富趋势,2025,业务概要,尽管AI 在应用层快速扩张，金融行业作为一个强监管行业，AI 的应用会比其他领域更为审慎。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0005011+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.521012,0.6,0.6,1,AI,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,4,13,4.监管促进行业健康发展,正文,MDAF0005011,,AI_GENERAL,AI_GENERAL=0.5210/-0.0130
CAND-00589,688318.SH,财富趋势,2025,业务概要,随着终端技术、云计算、人工智能等信息技术在金融领域融合发展，证券信息技术服务商开始为投资者提供结构化数据、回测分析和决策分析等多层次的服务，证券信息服务产品将会呈现多元化、个性化、智能化等特点。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0005020+AI_GENERAL,,,1,UNKNOWN,WEAK_GENERIC,0.410028,0.55,0.55,1,人工智能,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,4,13,2、公司所处的行业地位分析及其变化情况,正文,MDAF0005020,,AI_GENERAL,AI_GENERAL=0.4100/-0.0389
CAND-00590,688318.SH,财富趋势,2025,业务概要,在新一轮科技革命和产业变革的背景下，金融科技的蓬勃发展，人工智能、大数据、云计算、物联网等信息技术同金融业务的深度融合皆会为金融发展提供源源不断的创新活力。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0005023+AI_GENERAL,,,1,UNKNOWN,,0.540825,0.55,0.55,1,人工智能,,688318.SH_财富趋势_2025_管理层讨论与分析.pdf,5,14,3、报告期内新技术、新产业、新业态、新模式的发展情况和未来发展趋势,正文,MDAF0005023,,AI_GENERAL,AI_GENERAL=0.5408/-0.0512
